first_name,last_name,emp_no,birth_date,from_date,to_date,title
Shunichi,Solovay,83922,1965-01-10,1986-06-07,1998-11-18,Senior Engineer
Zsolt,Hagimont,83941,1965-01-11,1996-10-08,9999-01-01,Senior Staff
Zsolt,Hagimont,83941,1965-01-11,1996-10-08,9999-01-01,Staff
Babette,Eugenio,84029,1965-01-27,1997-09-21,9999-01-01,Staff
Zejun,Roisin,84163,1965-01-11,1997-05-26,2002-01-16,Senior Staff
Shuichi,Nanard,84179,1965-01-25,1989-03-14,9999-01-01,Senior Engineer
Eberhardt,Barriga,84236,1965-01-18,1987-06-04,9999-01-01,Senior Staff
Eberhardt,Barriga,84236,1965-01-18,1987-06-04,9999-01-01,Staff
Denny,Cheshire,84256,1965-01-25,1989-11-23,1992-08-08,Staff
Kristina,Baumann,84315,1965-01-23,1996-09-26,9999-01-01,Assistant Engineer
Shiv,Aumann,84451,1965-01-20,1998-06-14,9999-01-01,Senior Engineer
Janalee,Loncour,84494,1965-01-02,1986-04-12,1987-09-04,Staff
Tommaso,Vidya,84508,1965-01-17,1998-05-02,9999-01-01,Engineer
Sverrir,Neimat,84840,1965-01-14,1996-11-03,9999-01-01,Staff
Parke,Unno,84922,1965-01-22,1996-07-01,9999-01-01,Engineer
Shin,Fujisaki,84942,1965-01-15,1988-02-23,9999-01-01,Technique Leader
Ferdinand,Rosiles,85216,1965-01-18,1997-07-08,9999-01-01,Senior Staff
Younwoo,Luders,85288,1965-01-06,1995-03-31,1998-12-08,Engineer
Younwoo,Luders,85288,1965-01-06,1995-03-31,1998-12-08,Senior Engineer
Younwoo,Luders,85288,1965-01-06,1998-12-08,9999-01-01,Engineer
Younwoo,Luders,85288,1965-01-06,1998-12-08,9999-01-01,Senior Engineer
Chiradeep,Callaway,85414,1965-01-14,1999-07-30,9999-01-01,Staff
Yongdong,Pollock,85445,1965-01-09,1998-03-17,9999-01-01,Staff
Udi,Merks,85702,1965-01-04,1997-08-15,9999-01-01,Engineer
Pasqua,Taubman,85874,1965-01-30,1986-06-23,9999-01-01,Senior Staff
Kristine,Clemencon,86213,1965-01-28,1993-06-01,9999-01-01,Senior Staff
Kristine,Clemencon,86213,1965-01-28,1993-06-01,9999-01-01,Staff
Kristine,Clemencon,86213,1965-01-28,1990-04-22,1993-06-01,Senior Staff
Kristine,Clemencon,86213,1965-01-28,1990-04-22,1993-06-01,Staff
Maia,Berstel,86324,1965-01-14,1988-07-17,1997-09-29,Engineer
Maia,Berstel,86324,1965-01-14,1988-07-17,1997-09-29,Senior Engineer
Maia,Berstel,86324,1965-01-14,1997-09-29,2002-01-13,Engineer
Maia,Berstel,86324,1965-01-14,1997-09-29,2002-01-13,Senior Engineer
Ronghao,Segond,86354,1965-01-27,1993-09-13,9999-01-01,Senior Engineer
Jaewon,Thummel,86422,1965-02-01,1985-09-14,9999-01-01,Senior Staff
Jaewon,Thummel,86422,1965-02-01,1985-09-14,9999-01-01,Staff
Oldrich,Woycyznski,86546,1965-01-09,1985-05-15,9999-01-01,Engineer
Oldrich,Woycyznski,86546,1965-01-09,1985-05-15,9999-01-01,Senior Engineer
Zhenhua,Lorys,86655,1965-01-01,1995-08-21,9999-01-01,Engineer
JoAnne,Anido,86672,1965-01-15,1995-09-15,9999-01-01,Staff
Keung,Neiman,87129,1965-01-16,1997-04-13,9999-01-01,Staff
Quingbo,Coombs,87353,1965-01-07,1999-01-17,9999-01-01,Senior Engineer
Mikhail,Gimbel,87458,1965-01-26,1993-12-22,1999-04-29,Senior Staff
Khun,Janetzko,87714,1965-01-16,1989-09-13,9999-01-01,Assistant Engineer
Khun,Janetzko,87714,1965-01-16,1989-09-13,9999-01-01,Engineer
Yongmin,Roccetti,87729,1965-01-24,1986-12-10,9999-01-01,Senior Staff
Yongmin,Roccetti,87729,1965-01-24,1986-12-10,9999-01-01,Staff
Conor,Thorensen,87783,1965-01-26,1988-02-24,9999-01-01,Senior Engineer
Goo,Bresenham,88103,1965-01-09,1999-01-31,9999-01-01,Senior Staff
Manohar,Karcich,88357,1965-01-05,1998-08-07,2000-08-22,Staff
Lena,Cannane,88411,1965-01-31,2000-01-28,9999-01-01,Engineer
Jungsoon,Birsak,88422,1965-01-28,1985-04-03,9999-01-01,Technique Leader
Vasiliy,Ratnaker,88647,1965-01-10,1995-08-09,9999-01-01,Engineer
Vojin,Coombs,88958,1965-01-22,1995-07-23,9999-01-01,Senior Staff
Vojin,Coombs,88958,1965-01-22,1995-07-23,9999-01-01,Staff
Mang,Hedayat,88965,1965-01-20,1995-05-22,9999-01-01,Engineer
Otmar,Birjandi,89048,1965-01-24,1985-03-23,9999-01-01,Engineer
Otmar,Birjandi,89048,1965-01-24,1985-03-23,9999-01-01,Senior Engineer
Tetsushi,Theuretzbacher,89090,1965-01-26,1990-02-01,9999-01-01,Senior Staff
Tetsushi,Theuretzbacher,89090,1965-01-26,1990-02-01,9999-01-01,Staff
Conal,Yetto,89161,1965-01-07,1991-01-12,9999-01-01,Senior Staff
Conal,Yetto,89161,1965-01-07,1991-01-12,9999-01-01,Staff
Along,Erol,89207,1965-01-15,1992-10-16,9999-01-01,Senior Staff
Along,Erol,89207,1965-01-15,1992-10-16,9999-01-01,Staff
Mansur,Comyn,89346,1965-01-13,1999-08-31,9999-01-01,Engineer
Kazuhira,Seiwald,89487,1965-01-29,1995-03-25,1999-03-24,Engineer
Guther,Rothenberg,89590,1965-01-27,1991-08-08,9999-01-01,Senior Staff
Guther,Rothenberg,89590,1965-01-27,1991-08-08,9999-01-01,Staff
Pranjal,Rossi,89664,1965-01-20,1998-07-07,9999-01-01,Staff
Aiman,Mawatari,89680,1965-01-27,1988-05-01,9999-01-01,Engineer
Aiman,Mawatari,89680,1965-01-27,1988-05-01,9999-01-01,Senior Engineer
Xiadong,Shinomoto,89806,1965-01-27,1997-05-24,9999-01-01,Engineer
Xiadong,Shinomoto,89806,1965-01-27,1997-05-24,9999-01-01,Senior Engineer
Alexius,Ibel,89922,1965-01-26,1988-04-24,9999-01-01,Engineer
Alexius,Ibel,89922,1965-01-26,1988-04-24,9999-01-01,Senior Engineer
Arnould,Weedman,89941,1965-01-23,1989-07-28,9999-01-01,Senior Staff
Vivian,Guerreiro,90077,1965-01-24,1991-07-08,9999-01-01,Assistant Engineer
Vivian,Guerreiro,90077,1965-01-24,1991-07-08,9999-01-01,Engineer
Renny,Bale,90084,1965-01-01,1989-11-22,9999-01-01,Engineer
Renny,Bale,90084,1965-01-01,1989-11-22,9999-01-01,Senior Engineer
Brigham,Luiz,90116,1965-01-11,1990-04-10,1995-06-10,Assistant Engineer
Bader,Denis,90211,1965-01-15,1997-10-06,9999-01-01,Engineer
Koichi,Assaf,90292,1965-01-09,1990-05-26,9999-01-01,Engineer
Koichi,Assaf,90292,1965-01-09,1990-05-26,9999-01-01,Senior Engineer
Magy,Eiron,90366,1965-01-26,1998-08-03,2002-03-03,Senior Staff
Fumiko,Chepyzhov,90518,1965-01-24,1988-01-28,9999-01-01,Senior Staff
Fumiko,Chepyzhov,90518,1965-01-24,1988-01-28,9999-01-01,Staff
Yonghoan,Trogemann,90614,1965-01-29,1988-09-23,9999-01-01,Assistant Engineer
Yonghoan,Trogemann,90614,1965-01-29,1988-09-23,9999-01-01,Engineer
Rajmohan,DasSarma,90692,1965-01-03,1985-09-14,9999-01-01,Senior Staff
Rajmohan,DasSarma,90692,1965-01-03,1985-09-14,9999-01-01,Staff
Kazuhisa,Melter,91172,1965-01-19,1987-07-16,9999-01-01,Senior Staff
Kazuhisa,Melter,91172,1965-01-19,1987-07-16,9999-01-01,Staff
Lucien,Schwartzburd,91182,1965-01-04,1988-08-25,9999-01-01,Engineer
Lucien,Schwartzburd,91182,1965-01-04,1988-08-25,9999-01-01,Senior Engineer
Yahiko,Hebden,91229,1965-01-01,1996-10-03,9999-01-01,Engineer
Yahiko,Hebden,91229,1965-01-01,1996-10-03,9999-01-01,Senior Engineer
Gunilla,Milicic,91256,1965-01-13,1998-01-09,9999-01-01,Staff
Remmert,Plumb,91308,1965-01-23,1986-06-14,1995-12-08,Engineer
Remmert,Plumb,91308,1965-01-23,1986-06-14,1995-12-08,Senior Engineer
Lobel,Stafford,91333,1965-01-27,1998-11-29,9999-01-01,Staff
Jamaludin,Nilsson,91415,1965-01-04,1987-01-15,9999-01-01,Senior Staff
Jamaludin,Nilsson,91415,1965-01-04,1987-01-15,9999-01-01,Staff
Siamak,Janocha,91462,1965-01-11,1997-08-26,1998-03-21,Engineer
Dmitry,Msuda,91648,1965-01-29,1988-10-22,9999-01-01,Senior Staff
Dmitry,Msuda,91648,1965-01-29,1988-10-22,9999-01-01,Staff
Nikolaus,Swen,91934,1965-01-03,2000-01-28,2002-07-03,Engineer
Jianwen,Jakobus,91973,1965-01-25,1998-08-24,2001-02-12,Senior Engineer
Aria,Kilgore,92438,1965-01-04,1989-02-27,1992-04-11,Engineer
Aria,Kilgore,92438,1965-01-04,1989-02-27,1992-04-11,Senior Engineer
Aria,Kilgore,92438,1965-01-04,1992-04-11,9999-01-01,Engineer
Aria,Kilgore,92438,1965-01-04,1992-04-11,9999-01-01,Senior Engineer
Girolamo,Bellmore,92443,1965-01-01,1996-12-04,2000-04-27,Senior Staff
Visit,McFarlan,92454,1965-01-24,1987-10-22,9999-01-01,Engineer
Visit,McFarlan,92454,1965-01-24,1987-10-22,9999-01-01,Senior Engineer
Zhanqiu,Farrow,92577,1965-01-06,1999-01-10,9999-01-01,Assistant Engineer
Ranga,Merro,92598,1965-01-18,1996-05-11,9999-01-01,Assistant Engineer
Mang,Atchley,92685,1965-01-26,1995-06-07,9999-01-01,Senior Staff
Claude,Candan,92841,1965-01-22,1993-08-04,9999-01-01,Senior Staff
Anyuan,Kropatsch,92846,1965-01-11,1986-09-05,9999-01-01,Senior Staff
Anyuan,Kropatsch,92846,1965-01-11,1986-09-05,9999-01-01,Staff
Huei,Hutter,92920,1965-01-20,1993-01-28,9999-01-01,Engineer
Huei,Hutter,92920,1965-01-20,1993-01-28,9999-01-01,Senior Engineer
Jaques,Kabayashi,93040,1965-01-19,1992-03-13,9999-01-01,Senior Engineer
Richara,Walston,93220,1965-01-11,1996-08-27,9999-01-01,Senior Engineer
Magdalena,Penn,93278,1965-02-01,1997-01-04,9999-01-01,Engineer
Magdalena,Penn,93278,1965-02-01,1997-01-04,9999-01-01,Senior Engineer
Arie,Coullard,93549,1965-02-01,1991-04-15,2000-03-28,Senior Staff
Arie,Coullard,93549,1965-02-01,1991-04-15,2000-03-28,Staff
Arie,Coullard,93549,1965-02-01,2000-03-28,9999-01-01,Senior Staff
Arie,Coullard,93549,1965-02-01,2000-03-28,9999-01-01,Staff
Kristina,Neimat,93600,1965-01-13,1988-04-18,9999-01-01,Technique Leader
Rimli,Werthner,93794,1965-01-23,1994-05-27,2000-12-30,Engineer
Rimli,Werthner,93794,1965-01-23,1994-05-27,2000-12-30,Senior Engineer
Gift,Brender,94045,1965-01-19,1996-10-31,2000-01-02,Senior Engineer
Bernardo,Vasanthakumar,94131,1965-01-29,1997-05-01,1997-07-20,Staff
Ramzi,Cronau,94331,1965-01-26,1999-09-03,9999-01-01,Technique Leader
Aran,Cesareni,94416,1965-01-01,1990-02-10,2001-11-20,Senior Staff
Aran,Cesareni,94416,1965-01-01,2001-11-20,9999-01-01,Senior Staff
Bilhanan,Marrakchi,94442,1965-01-28,1998-02-03,2000-10-12,Staff
Kazuyasu,Sridhar,94690,1965-01-30,1999-12-22,2001-12-03,Staff
Hitofumi,Zaccaria,94761,1965-01-27,1988-11-22,9999-01-01,Engineer
Hitofumi,Zaccaria,94761,1965-01-27,1988-11-22,9999-01-01,Senior Engineer
Shigenori,Stanfel,94787,1965-01-22,1993-04-25,1999-12-11,Staff
Heping,Matheson,94944,1965-01-13,1988-06-24,9999-01-01,Engineer
Heping,Matheson,94944,1965-01-13,1988-06-24,9999-01-01,Senior Engineer
Yishai,Cappelli,95181,1965-01-28,1997-01-30,9999-01-01,Staff
Kristin,Guerreiro,95286,1965-01-18,1989-08-23,9999-01-01,Engineer
Kristin,Guerreiro,95286,1965-01-18,1989-08-23,9999-01-01,Senior Engineer
Rasiah,Koblick,95314,1965-01-22,1991-08-21,9999-01-01,Senior Staff
Rasiah,Koblick,95314,1965-01-22,1991-08-21,9999-01-01,Staff
Alair,Lyonns,95406,1965-01-08,1997-07-12,9999-01-01,Engineer
Gianluca,Ramaiah,95416,1965-01-13,1993-11-29,9999-01-01,Engineer
Kristinn,Loncour,95509,1965-01-11,1995-02-08,9999-01-01,Engineer
Abdulah,Hofstetter,95692,1965-01-20,1999-11-24,2000-05-24,Engineer
Abdulah,Hofstetter,95692,1965-01-20,2000-05-24,2000-07-24,Engineer
Nobuyoshi,Hegner,95920,1965-01-19,1994-09-07,9999-01-01,Senior Staff
Nobuyoshi,Hegner,95920,1965-01-19,1994-09-07,9999-01-01,Staff
Pranay,Rebaine,96100,1965-01-11,1998-02-01,2000-12-31,Senior Engineer
Kokou,Garrabrants,96571,1965-01-13,1997-11-05,9999-01-01,Senior Engineer
Mohan,Tasistro,96579,1965-01-18,1996-02-10,9999-01-01,Engineer
Arumugam,Vecchio,96767,1965-01-07,1985-08-14,9999-01-01,Engineer
Arumugam,Vecchio,96767,1965-01-07,1985-08-14,9999-01-01,Senior Engineer
Jeanna,Chinen,97018,1965-01-09,1989-01-01,9999-01-01,Engineer
Jeanna,Chinen,97018,1965-01-09,1989-01-01,9999-01-01,Senior Engineer
Anwar,Riexinger,97092,1965-01-22,1991-12-31,2000-01-09,Engineer
Anwar,Riexinger,97092,1965-01-22,1991-12-31,2000-01-09,Senior Engineer
Haldon,Janetzko,97623,1965-01-25,1990-09-11,9999-01-01,Senior Staff
Haldon,Janetzko,97623,1965-01-25,1990-09-11,9999-01-01,Staff
Avishai,Hegner,97661,1965-01-31,1993-05-08,9999-01-01,Senior Staff
Avishai,Hegner,97661,1965-01-31,1993-05-08,9999-01-01,Staff
Moie,Karunanithi,97697,1965-01-10,1990-02-07,1994-11-02,Engineer
Moie,Karunanithi,97697,1965-01-10,1990-02-07,1994-11-02,Senior Engineer
Moie,Karunanithi,97697,1965-01-10,1994-11-02,2000-12-15,Engineer
Moie,Karunanithi,97697,1965-01-10,1994-11-02,2000-12-15,Senior Engineer
Sumali,Huttel,98288,1965-01-12,1989-09-12,9999-01-01,Senior Staff
Sumali,Huttel,98288,1965-01-12,1989-09-12,9999-01-01,Staff
Ziya,Kadhim,98306,1965-01-16,1999-06-24,9999-01-01,Senior Engineer
Ziya,Kadhim,98306,1965-01-16,1995-11-02,1999-06-24,Senior Engineer
Giao,Junot,98514,1965-01-08,1999-07-01,2002-02-25,Staff
Florina,Assaf,98639,1965-01-29,1996-05-18,9999-01-01,Staff
Shugo,Reeken,99057,1965-01-30,1999-06-21,9999-01-01,Staff
Xiaobin,Christianini,99373,1965-01-13,1985-12-25,9999-01-01,Senior Staff
Xiaobin,Christianini,99373,1965-01-13,1985-12-25,9999-01-01,Staff
Carrsten,Francisci,99377,1965-01-18,1991-06-16,9999-01-01,Senior Engineer
Dhritiman,Anily,99590,1965-01-24,1998-12-16,9999-01-01,Staff
Mahendra,Motley,99654,1965-01-30,1985-09-28,9999-01-01,Senior Staff
Mahendra,Motley,99654,1965-01-30,1985-09-28,9999-01-01,Staff
Hisao,Peral,100865,1965-01-19,1990-10-03,9999-01-01,Engineer
Hisao,Peral,100865,1965-01-19,1990-10-03,9999-01-01,Senior Engineer
Kazuhide,Harnett,100877,1965-01-13,1995-02-02,1999-02-13,Engineer
Heejo,Aamodt,100916,1965-01-18,1992-04-22,9999-01-01,Engineer
Heejo,Aamodt,100916,1965-01-18,1992-04-22,9999-01-01,Senior Engineer
Nectarios,Munos,101063,1965-01-08,1994-08-31,1995-08-14,Senior Engineer
Abdelaziz,Sury,101487,1965-01-14,1991-01-31,9999-01-01,Senior Staff
Abdelaziz,Sury,101487,1965-01-14,1991-01-31,9999-01-01,Staff
Mori,Homond,101647,1965-01-22,1994-05-10,9999-01-01,Senior Staff
Mori,Homond,101647,1965-01-22,1994-05-10,9999-01-01,Staff
Mantis,Millington,101902,1965-01-14,1991-03-18,9999-01-01,Senior Staff
Mantis,Millington,101902,1965-01-14,1991-03-18,9999-01-01,Staff
Adin,Templeman,102620,1965-01-03,1997-12-10,1999-08-12,Engineer
Adin,Templeman,102620,1965-01-03,1999-08-12,9999-01-01,Engineer
Waiman,Dalton,103166,1965-01-09,1990-05-25,2002-02-09,Engineer
Waiman,Dalton,103166,1965-01-09,1990-05-25,2002-02-09,Senior Engineer
Doowon,Highland,103172,1965-01-05,1988-03-08,1989-12-28,Engineer
Doowon,Highland,103172,1965-01-05,1988-03-08,1989-12-28,Senior Engineer
Doowon,Highland,103172,1965-01-05,1989-12-28,1995-11-23,Engineer
Doowon,Highland,103172,1965-01-05,1989-12-28,1995-11-23,Senior Engineer
Djenana,Albarhamtoshy,103196,1965-01-16,1988-07-16,9999-01-01,Senior Staff
Djenana,Albarhamtoshy,103196,1965-01-16,1988-07-16,9999-01-01,Staff
Visit,Swen,103310,1965-01-07,1995-10-02,9999-01-01,Senior Staff
Visit,Swen,103310,1965-01-07,1995-10-02,9999-01-01,Staff
Susanne,Peternell,103316,1965-01-03,1994-07-27,9999-01-01,Engineer
Susanne,Peternell,103316,1965-01-03,1994-07-27,9999-01-01,Senior Engineer
Beshir,Hellwagner,103342,1965-01-03,1998-02-03,9999-01-01,Engineer
Heping,Halloran,103756,1965-01-31,1992-04-08,9999-01-01,Assistant Engineer
Heping,Halloran,103756,1965-01-31,1992-04-08,9999-01-01,Engineer
Pranjal,Zyda,104133,1965-01-31,1991-07-03,9999-01-01,Senior Staff
Pranjal,Zyda,104133,1965-01-31,1991-07-03,9999-01-01,Staff
Werner,Lodder,104845,1965-01-29,1992-06-17,9999-01-01,Senior Staff
Werner,Lodder,104845,1965-01-29,1992-06-17,9999-01-01,Staff
Zongyan,Auyong,104962,1965-01-04,1987-11-02,1991-12-22,Engineer
Parviz,Litzler,104988,1965-01-07,1992-08-08,9999-01-01,Engineer
Parviz,Litzler,104988,1965-01-07,1992-08-08,9999-01-01,Senior Engineer
Jaber,Kleiser,105191,1965-01-01,1986-12-13,1987-09-22,Engineer
Kwun,Reeker,105342,1965-01-01,1999-07-29,9999-01-01,Technique Leader
Diederik,Matzov,105356,1965-01-29,1988-05-12,1995-03-08,Engineer
Diederik,Matzov,105356,1965-01-29,1988-05-12,1995-03-08,Senior Engineer
Diederik,Matzov,105356,1965-01-29,1995-03-08,9999-01-01,Engineer
Diederik,Matzov,105356,1965-01-29,1995-03-08,9999-01-01,Senior Engineer
Mohamadou,Stafford,105432,1965-01-08,1995-09-12,9999-01-01,Engineer
Mohamadou,Stafford,105432,1965-01-08,1995-09-12,9999-01-01,Senior Engineer
Haldun,Lienhardt,105520,1965-01-01,1987-01-29,9999-01-01,Senior Staff
Yechiam,Egerstedt,105589,1965-01-28,1995-12-31,1999-07-18,Engineer
Sachem,Cromarty,105731,1965-01-15,1990-08-20,9999-01-01,Assistant Engineer
Sachem,Cromarty,105731,1965-01-15,1990-08-20,9999-01-01,Engineer
Vidar,Thibadeau,105936,1965-01-23,1995-03-02,1999-09-15,Staff
Naftali,Schurmann,106096,1965-01-14,1992-12-02,9999-01-01,Engineer
Naftali,Schurmann,106096,1965-01-14,1992-12-02,9999-01-01,Senior Engineer
Nevio,Thisen,106242,1965-02-01,1988-03-25,9999-01-01,Senior Staff
Nevio,Thisen,106242,1965-02-01,1988-03-25,9999-01-01,Staff
Otilia,Speek,106514,1965-01-04,1988-07-30,1992-11-07,Senior Engineer
Lijie,Garrabrants,106695,1965-01-31,1988-10-26,9999-01-01,Senior Staff
Lijie,Garrabrants,106695,1965-01-31,1988-10-26,9999-01-01,Staff
Lijie,Garrabrants,106695,1965-01-31,1985-10-02,1988-10-26,Senior Staff
Lijie,Garrabrants,106695,1965-01-31,1985-10-02,1988-10-26,Staff
Babette,Anandan,106710,1965-01-31,1986-11-22,9999-01-01,Senior Staff
Babette,Anandan,106710,1965-01-31,1986-11-22,9999-01-01,Staff
Horward,Begiun,106958,1965-01-24,1985-11-06,2002-05-22,Engineer
Horward,Begiun,106958,1965-01-24,1985-11-06,2002-05-22,Senior Engineer
Siamak,Luiz,107486,1965-01-23,1987-02-11,9999-01-01,Senior Engineer
Fabrizio,Chleq,107737,1965-01-23,1999-07-31,9999-01-01,Senior Engineer
Shahab,Crooks,107792,1965-01-13,1992-03-18,9999-01-01,Senior Staff
Shahab,Crooks,107792,1965-01-13,1992-03-18,9999-01-01,Staff
Ramya,Walston,107828,1965-01-26,1989-02-03,9999-01-01,Senior Staff
Ramya,Walston,107828,1965-01-26,1989-02-03,9999-01-01,Staff
Hisao,Ghemri,108091,1965-01-09,1985-11-14,9999-01-01,Senior Staff
Hisao,Ghemri,108091,1965-01-09,1985-11-14,9999-01-01,Staff
Randi,Samarati,108198,1965-01-24,1992-10-20,9999-01-01,Senior Staff
Randi,Samarati,108198,1965-01-24,1992-10-20,9999-01-01,Staff
Shai,Stellhorn,108316,1965-01-02,1992-05-21,9999-01-01,Senior Engineer
Oksana,Baek,108988,1965-01-19,1989-07-20,9999-01-01,Senior Staff
Oksana,Baek,108988,1965-01-19,1989-07-20,9999-01-01,Staff
Jamaludin,Kandlur,109062,1965-02-01,1992-06-19,9999-01-01,Senior Engineer
Gor,Delgrande,109211,1965-01-11,1995-11-07,2002-06-18,Engineer
Gor,Delgrande,109211,1965-01-11,1995-11-07,2002-06-18,Senior Engineer
Gor,Delgrande,109211,1965-01-11,2002-06-18,9999-01-01,Engineer
Gor,Delgrande,109211,1965-01-11,2002-06-18,9999-01-01,Senior Engineer
Moty,Winter,109252,1965-01-15,1991-04-28,9999-01-01,Technique Leader
Bangqing,Schach,109278,1965-01-21,1988-03-22,9999-01-01,Senior Staff
Bangqing,Schach,109278,1965-01-21,1988-03-22,9999-01-01,Staff
Chenye,Zizka,109547,1965-01-04,1986-02-22,2002-04-21,Senior Staff
Chenye,Zizka,109547,1965-01-04,1986-02-22,2002-04-21,Staff
Menkae,Etalle,109552,1965-01-31,1997-05-21,9999-01-01,Assistant Engineer
Menkae,Etalle,109552,1965-01-31,1997-05-21,9999-01-01,Engineer
Xiaobin,DuBourdieux,109553,1965-01-19,1985-09-16,1988-05-11,Staff
Stamatina,Auyong,109598,1965-02-01,1988-07-05,9999-01-01,Senior Staff
Jamaludin,Lalonde,109611,1965-01-08,1994-07-09,1998-08-24,Staff
Mani,Cannata,109620,1965-01-02,1989-06-21,9999-01-01,Senior Staff
Mani,Cannata,109620,1965-01-02,1989-06-21,9999-01-01,Staff
Huan,Perko,109652,1965-01-25,1988-07-31,1999-03-12,Senior Staff
Huan,Perko,109652,1965-01-25,1988-07-31,1999-03-12,Staff
Arco,Walston,109703,1965-01-17,1999-08-16,9999-01-01,Engineer
Hatem,Fadgyas,109741,1965-01-11,1991-11-13,9999-01-01,Senior Engineer
Godehard,Chorvat,109953,1965-01-26,1988-04-10,9999-01-01,Senior Staff
Godehard,Chorvat,109953,1965-01-26,1988-04-10,9999-01-01,Staff
Slavian,Cincotta,200052,1965-01-27,1992-05-30,1997-07-07,Senior Engineer
Shahab,Luit,200176,1965-01-31,1985-11-20,1997-02-05,Senior Staff
Shahab,Luit,200176,1965-01-31,1985-11-20,1997-02-05,Staff
Chuanti,Luff,200267,1965-01-08,1994-09-21,9999-01-01,Senior Staff
Chuanti,Luff,200267,1965-01-08,1994-09-21,9999-01-01,Staff
Akemi,Fujisaki,200312,1965-01-27,1998-06-25,2001-11-13,Senior Engineer
Akemi,Fujisaki,200312,1965-01-27,2001-11-13,9999-01-01,Senior Engineer
Kirk,Quaggetto,200363,1965-01-10,1987-06-30,9999-01-01,Engineer
Kirk,Quaggetto,200363,1965-01-10,1987-06-30,9999-01-01,Senior Engineer
Dinah,Denos,200735,1965-01-09,1992-09-21,9999-01-01,Senior Staff
Dinah,Denos,200735,1965-01-09,1992-09-21,9999-01-01,Staff
Susumu,Camurati,200789,1965-01-14,1991-12-15,9999-01-01,Senior Staff
Susumu,Camurati,200789,1965-01-14,1991-12-15,9999-01-01,Staff
Odinaldo,Bridgland,201180,1965-01-15,1989-06-09,1995-06-16,Assistant Engineer
Alejandra,Khasidashvili,201229,1965-01-03,1994-07-30,9999-01-01,Staff
Anneli,Perl,201708,1965-01-15,1992-09-08,9999-01-01,Senior Staff
Anneli,Perl,201708,1965-01-15,1992-09-08,9999-01-01,Staff
Fan,Kakkad,201709,1965-01-01,1988-02-25,9999-01-01,Senior Staff
Fan,Kakkad,201709,1965-01-01,1988-02-25,9999-01-01,Staff
Genta,Terekhov,201739,1965-01-16,1998-07-21,9999-01-01,Assistant Engineer
Waiman,Genin,201801,1965-01-12,1988-10-30,9999-01-01,Engineer
Waiman,Genin,201801,1965-01-12,1988-10-30,9999-01-01,Senior Engineer
Sudharsan,DeMori,201915,1965-01-02,1992-03-30,9999-01-01,Engineer
Sudharsan,DeMori,201915,1965-01-02,1992-03-30,9999-01-01,Senior Engineer
Annemarie,Peternell,202031,1965-01-23,1994-03-13,1997-06-05,Engineer
Ortrun,Schmiedel,202291,1965-01-16,1997-07-18,9999-01-01,Engineer
Gully,Perko,202403,1965-01-09,1999-07-07,9999-01-01,Engineer
Zvonko,Murthy,202414,1965-01-13,1992-01-07,9999-01-01,Senior Staff
Morris,Saoudi,202552,1965-01-05,1991-11-22,9999-01-01,Engineer
Morris,Saoudi,202552,1965-01-05,1991-11-22,9999-01-01,Senior Engineer
Dharmaraja,Merlo,202581,1965-01-19,1987-06-05,1990-12-16,Staff
Kerhong,Matzke,202826,1965-01-19,1986-11-14,9999-01-01,Engineer
Kerhong,Matzke,202826,1965-01-19,1986-11-14,9999-01-01,Senior Engineer
Isaac,Koshino,202882,1965-01-25,1995-09-28,9999-01-01,Senior Engineer
Giordano,Pietrzykowski,202950,1965-01-17,1987-03-26,9999-01-01,Senior Staff
Hugh,Jonsson,203474,1965-01-03,1991-07-06,9999-01-01,Senior Staff
Hugh,Jonsson,203474,1965-01-03,1991-07-06,9999-01-01,Staff
Zongyan,Gips,203495,1965-01-02,1997-05-31,9999-01-01,Technique Leader
Ewing,DiGiano,203599,1965-01-21,2000-02-01,9999-01-01,Technique Leader
Claude,Kemmerer,203697,1965-01-27,1994-01-16,2001-05-07,Engineer
Sasan,Thimonier,203720,1965-01-30,1996-08-21,9999-01-01,Senior Staff
Yefim,Marwedel,203946,1965-01-23,1993-03-30,9999-01-01,Senior Staff
Yefim,Marwedel,203946,1965-01-23,1993-03-30,9999-01-01,Staff
Jessie,Nooteboom,204117,1965-01-10,1999-08-13,2000-12-13,Staff
Jessie,Nooteboom,204117,1965-01-10,2000-12-13,9999-01-01,Staff
Susuma,Bergere,204133,1965-01-22,1996-02-25,9999-01-01,Senior Staff
Arve,Worfolk,204246,1965-01-09,1985-04-01,9999-01-01,Senior Staff
Arve,Worfolk,204246,1965-01-09,1985-04-01,9999-01-01,Staff
Gretta,Huttel,204425,1965-01-03,1990-10-08,9999-01-01,Senior Engineer
Hein,Lichtner,204470,1965-01-22,1995-04-03,1998-05-02,Senior Staff
Hein,Lichtner,204470,1965-01-22,1995-04-03,1998-05-02,Staff
Hein,Lichtner,204470,1965-01-22,1998-05-02,9999-01-01,Senior Staff
Hein,Lichtner,204470,1965-01-22,1998-05-02,9999-01-01,Staff
Franziska,Maginnis,204471,1965-01-27,1986-02-17,9999-01-01,Engineer
Franziska,Maginnis,204471,1965-01-27,1986-02-17,9999-01-01,Senior Engineer
Susanne,Mandelberg,204764,1965-01-22,1990-11-02,9999-01-01,Engineer
Susanne,Mandelberg,204764,1965-01-22,1990-11-02,9999-01-01,Senior Engineer
