first_name,last_name,emp_no,title,from_date,to_date
Jacopo,Isaac,75505,Senior Staff,1991-06-18,9999-01-01
Jacopo,Isaac,75505,Staff,1985-06-18,1991-06-18
Lokesh,Nastansky,75506,Engineer,1986-02-11,1994-02-11
Lokesh,Nastansky,75506,Senior Engineer,1994-02-11,9999-01-01
Jianhua,Luby,75511,Engineer,1996-03-14,9999-01-01
Jaihie,Ozeri,75514,Engineer,1985-08-09,1991-08-09
Jaihie,Ozeri,75514,Senior Engineer,1991-08-09,9999-01-01
Behnaam,Loncour,75529,Senior Staff,1988-10-19,1991-08-10
Martial,Beutelspacher,75530,Staff,1993-08-29,9999-01-01
Tomoyuki,Coorg,75533,Senior Staff,1986-01-05,9999-01-01
Alenka,Krohm,75538,Senior Engineer,1996-04-08,9999-01-01
Geoffrey,Samarati,75546,Senior Engineer,1986-01-03,9999-01-01
King,Schiettecatte,75549,Senior Staff,1991-02-21,9999-01-01
King,Schiettecatte,75549,Staff,1985-02-21,1991-02-21
Sreekrishna,Schrift,75551,Technique Leader,1986-10-24,9999-01-01
Nahum,Jervis,75561,Technique Leader,1987-08-18,9999-01-01
Susanta,Meszaros,75568,Engineer,1995-12-16,2000-12-15
Susanta,Meszaros,75568,Senior Engineer,2000-12-15,9999-01-01
Utpal,Melton,75574,Senior Staff,1992-01-28,9999-01-01
Utpal,Melton,75574,Staff,1986-01-28,1992-01-28
Claude,Liedekerke,75584,Senior Engineer,1986-05-01,2001-10-26
Sudharsan,Ghazalie,75589,Senior Staff,2002-04-27,9999-01-01
Sudharsan,Ghazalie,75589,Staff,1993-04-27,2002-04-27
Gretta,Borstler,75592,Senior Staff,1988-04-28,1998-09-14
Bokyung,Pocchiola,75640,Senior Staff,1991-10-09,9999-01-01
Bokyung,Pocchiola,75640,Staff,1986-10-09,1991-10-09
Chrisa,Oberman,75643,Assistant Engineer,1990-04-16,1995-04-16
Chrisa,Oberman,75643,Engineer,1995-04-16,2000-04-15
Chrisa,Oberman,75643,Senior Engineer,2000-04-15,9999-01-01
Hideo,Cools,75646,Engineer,1987-03-06,1994-03-06
Hideo,Cools,75646,Senior Engineer,1994-03-06,9999-01-01
Saniya,Riefers,75659,Technique Leader,1998-01-10,9999-01-01
Sarita,Bratsberg,75668,Senior Staff,1998-04-07,9999-01-01
Sarita,Bratsberg,75668,Staff,1993-04-07,1998-04-07
Adamantios,Crooks,75688,Staff,1998-08-22,9999-01-01
Patricia,Speek,75695,Engineer,1987-04-20,1994-04-20
Patricia,Speek,75695,Senior Engineer,1994-04-20,9999-01-01
Shigehiro,Maquelin,75698,Engineer,1987-06-06,1992-08-09
Toshimi,Uhrig,75699,Senior Staff,1995-03-07,9999-01-01
Toshimi,Uhrig,75699,Staff,1988-03-06,1995-03-07
Sanjoy,Zweizig,75704,Engineer,1987-09-16,1996-09-15
Sanjoy,Zweizig,75704,Senior Engineer,1996-09-15,9999-01-01
Aleksander,Sooriamurthi,75712,Senior Engineer,1985-12-09,9999-01-01
Waiman,Schach,75717,Engineer,1991-11-06,1997-11-05
Waiman,Schach,75717,Senior Engineer,1997-11-05,9999-01-01
Poorav,Furudate,75722,Senior Staff,1997-03-27,9999-01-01
Poorav,Furudate,75722,Staff,1989-03-27,1997-03-27
Stella,Rijsenbrij,75725,Senior Staff,1998-01-07,9999-01-01
Stella,Rijsenbrij,75725,Staff,1990-01-07,1998-01-07
Koldo,Jording,75737,Senior Staff,1994-12-26,9999-01-01
Koldo,Jording,75737,Staff,1988-12-26,1994-12-26
Guozhong,Muhlberg,75738,Senior Staff,1991-08-16,1999-05-05
Guozhong,Muhlberg,75738,Staff,1986-08-16,1991-08-16
Mang,Range,75740,Engineer,1985-07-05,1991-07-05
Mang,Range,75740,Senior Engineer,1991-07-05,9999-01-01
Candido,Birsak,75741,Senior Staff,1994-07-09,9999-01-01
Candido,Birsak,75741,Staff,1985-07-09,1994-07-09
Xuejia,Varman,75748,Senior Staff,1987-09-08,9999-01-01
Harjit,Mullainathan,75755,Engineer,1987-02-27,1995-02-27
Harjit,Mullainathan,75755,Senior Engineer,1995-02-27,9999-01-01
Rosella,Spell,75767,Engineer,1989-05-13,1993-02-05
Zissis,Irland,75785,Senior Staff,1993-03-24,9999-01-01
Zissis,Irland,75785,Staff,1985-03-24,1993-03-24
Djelloul,Yetim,75797,Staff,1988-10-15,1994-10-22
Berry,Benveniste,75805,Senior Staff,1994-08-18,9999-01-01
Berry,Benveniste,75805,Staff,1987-08-18,1994-08-18
Tianruo,Tsunoo,75827,Senior Staff,1999-11-12,2001-08-27
Zita,Szemeredi,75830,Engineer,1986-05-26,1988-01-21
Guiseppe,Sherertz,75832,Engineer,1997-06-19,9999-01-01
Unal,Baar,75840,Senior Staff,1995-09-16,9999-01-01
Unal,Baar,75840,Staff,1988-09-15,1995-09-16
Gor,Leonhardt,75851,Engineer,1992-11-07,1997-11-07
Gor,Leonhardt,75851,Senior Engineer,1997-11-07,9999-01-01
Shahab,Grabner,75854,Engineer,1991-07-27,2000-07-26
Shahab,Grabner,75854,Senior Engineer,2000-07-26,9999-01-01
Marko,Sadowski,75868,Senior Staff,1993-06-12,9999-01-01
Marko,Sadowski,75868,Staff,1985-06-12,1993-06-12
Tsz,Cusworth,75874,Staff,1999-08-17,9999-01-01
Tua,Strehl,75885,Senior Staff,1994-11-16,9999-01-01
Tua,Strehl,75885,Staff,1987-11-16,1994-11-16
Przemyslawa,Moffat,75891,Staff,1997-07-07,9999-01-01
Uri,Deverell,75900,Senior Staff,1993-03-29,9999-01-01
Uri,Deverell,75900,Staff,1987-03-30,1993-03-29
Jessie,Lipner,75911,Assistant Engineer,1990-12-18,1999-12-18
Jessie,Lipner,75911,Engineer,1999-12-18,9999-01-01
Ortrun,Mersereau,75914,Senior Staff,1996-09-02,9999-01-01
Ortrun,Mersereau,75914,Staff,1989-09-02,1996-09-02
Luisa,Maierhofer,75915,Engineer,1994-01-31,2002-01-31
Luisa,Maierhofer,75915,Senior Engineer,2002-01-31,9999-01-01
Dante,Besselaar,75916,Engineer,1998-04-24,9999-01-01
Maik,Rodiger,75918,Engineer,1993-07-29,2001-07-29
Maik,Rodiger,75918,Senior Engineer,2001-07-29,9999-01-01
Paddy,Krichel,75923,Engineer,1986-11-01,1992-10-31
Paddy,Krichel,75923,Senior Engineer,1992-10-31,9999-01-01
Mooi,Debuse,75927,Technique Leader,1993-08-08,9999-01-01
Naraig,McFarlan,75938,Technique Leader,1985-11-28,9999-01-01
Shigeo,Christ,75940,Engineer,1985-05-29,1987-06-08
Deborah,Rohrbach,75944,Engineer,1985-10-02,1993-10-02
Deborah,Rohrbach,75944,Senior Engineer,1993-10-02,9999-01-01
Hinrich,Zedlitz,75945,Engineer,1994-06-12,1999-11-29
Luerbio,Toyoshima,75952,Engineer,1993-01-18,2001-01-18
Luerbio,Toyoshima,75952,Senior Engineer,2001-01-18,9999-01-01
Zine,Gaughan,75956,Engineer,1995-01-21,2001-01-20
Zine,Gaughan,75956,Senior Engineer,2001-01-20,9999-01-01
Geraldo,Babu,75965,Senior Staff,1998-09-29,9999-01-01
Geraldo,Babu,75965,Staff,1989-09-29,1998-09-29
Honesty,Kisuki,75971,Engineer,1986-01-03,1993-01-03
Honesty,Kisuki,75971,Senior Engineer,1993-01-03,9999-01-01
Martins,Kermarrec,75983,Staff,1997-12-09,9999-01-01
Ulises,Ohori,75984,Engineer,1985-03-28,1990-08-26
Irene,Montemayor,75990,Senior Staff,2000-05-04,9999-01-01
Irene,Montemayor,75990,Staff,1992-05-04,2000-05-04
Muzhong,Michaeli,75994,Senior Staff,1991-04-01,9999-01-01
Muzhong,Michaeli,75994,Staff,1986-04-01,1991-04-01
Eberhardt,Langford,75996,Engineer,1989-03-18,1997-03-18
Eberhardt,Langford,75996,Senior Engineer,1997-03-18,9999-01-01
Filipp,Vakili,76006,Engineer,1985-04-16,1991-04-16
Filipp,Vakili,76006,Senior Engineer,1991-04-16,9999-01-01
Zhigen,Schauser,76011,Senior Staff,1999-10-05,2001-05-18
Zhigen,Schauser,76011,Staff,1991-10-05,1999-10-05
Barton,Hofting,76012,Engineer,1989-06-15,1995-06-15
Barton,Hofting,76012,Senior Engineer,1995-06-15,9999-01-01
Leon,Honglei,76018,Senior Staff,1999-08-20,9999-01-01
Leon,Honglei,76018,Staff,1993-08-20,1999-08-20
Xuejia,Hanabata,76022,Assistant Engineer,1987-06-26,1993-06-25
Xuejia,Hanabata,76022,Engineer,1993-06-25,1999-06-25
Xuejia,Hanabata,76022,Senior Engineer,1999-06-25,9999-01-01
True,Jakobus,76030,Senior Staff,2000-06-29,9999-01-01
True,Jakobus,76030,Staff,1991-06-30,2000-06-29
Perry,Pramanik,76050,Engineer,1988-01-27,1995-01-27
Perry,Pramanik,76050,Senior Engineer,1995-01-27,9999-01-01
Yunming,McAlpine,76077,Senior Staff,1997-02-13,9999-01-01
Hausi,Poehlman,76078,Senior Staff,1996-03-05,9999-01-01
Hausi,Poehlman,76078,Staff,1988-03-05,1996-03-05
Uzi,Kusalik,76083,Engineer,1994-07-03,1999-03-17
Christfried,Bratsberg,76085,Technique Leader,1993-01-29,9999-01-01
Manohar,Sevcikova,76092,Senior Staff,1993-07-21,9999-01-01
Manohar,Sevcikova,76092,Staff,1986-07-21,1993-07-21
True,Garrabrants,76104,Staff,1994-09-12,9999-01-01
Ioana,Vakili,76121,Engineer,1986-11-10,1993-11-10
Ioana,Vakili,76121,Senior Engineer,1993-11-10,9999-01-01
Ymte,Adachi,76123,Senior Staff,1993-11-25,1996-12-16
Ymte,Adachi,76123,Staff,1985-11-25,1993-11-25
Sakthirel,Rando,76136,Staff,1998-05-11,9999-01-01
Utz,Llado,76137,Senior Staff,1992-07-25,9999-01-01
Utz,Llado,76137,Staff,1987-07-26,1992-07-25
Mark,Speer,76139,Senior Staff,1995-07-31,9999-01-01
Mark,Speer,76139,Staff,1988-07-30,1995-07-31
Nikolaos,Ambroszkiewicz,76142,Senior Staff,1995-07-20,9999-01-01
Perla,Cappelletti,76143,Senior Staff,1994-08-08,9999-01-01
Perla,Cappelletti,76143,Staff,1987-08-08,1994-08-08
Khue,Clemencon,76144,Technique Leader,1988-10-31,9999-01-01
Mitsuyuki,Byoun,76145,Technique Leader,1986-10-19,9999-01-01
Manton,Marakhovsky,76151,Engineer,1992-08-30,2001-08-30
Manton,Marakhovsky,76151,Senior Engineer,2001-08-30,9999-01-01
Almudena,Molenaar,76159,Engineer,1997-12-11,9999-01-01
Heeju,Henseler,76173,Assistant Engineer,1985-02-20,1993-02-20
Heeju,Henseler,76173,Engineer,1993-02-20,2000-07-14
Kerryn,Sommen,76177,Technique Leader,1993-08-28,9999-01-01
Theirry,Honglei,76195,Senior Staff,1986-09-01,1987-09-02
Toshiki,Waeselynck,76198,Engineer,1986-06-01,1993-06-01
Toshiki,Waeselynck,76198,Senior Engineer,1993-06-01,9999-01-01
Kenton,Hashii,76211,Senior Staff,1996-09-13,9999-01-01
Kenton,Hashii,76211,Staff,1991-09-14,1996-09-13
Naftali,Thorensen,76212,Staff,1986-11-14,1987-10-17
Dinkar,Zumaque,76225,Senior Staff,2001-04-05,9999-01-01
Dinkar,Zumaque,76225,Staff,1996-04-05,2001-04-05
Georg,Hedayat,76232,Staff,1988-09-23,1988-10-19
Takahito,Lovengreen,76234,Engineer,1987-04-06,1992-04-04
Takahito,Lovengreen,76234,Senior Engineer,1992-04-04,9999-01-01
Nectarios,Baca,76239,Assistant Engineer,1986-07-14,1995-07-14
Nectarios,Baca,76239,Engineer,1995-07-14,9999-01-01
Guther,Stamatiou,76246,Senior Engineer,1988-02-14,1996-10-05
Mads,Azuma,76247,Senior Staff,1994-10-03,9999-01-01
Mads,Azuma,76247,Staff,1988-10-03,1994-10-03
Fumiyo,Linnainmaa,76250,Assistant Engineer,1991-03-07,2000-03-06
Fumiyo,Linnainmaa,76250,Engineer,2000-03-06,9999-01-01
Marco,Khamsi,76252,Senior Staff,1992-05-20,9999-01-01
Marco,Khamsi,76252,Staff,1987-05-21,1992-05-20
Doowon,Stavenow,76265,Assistant Engineer,1987-10-17,1993-10-16
Doowon,Stavenow,76265,Engineer,1993-10-16,1999-10-16
Doowon,Stavenow,76265,Senior Engineer,1999-10-16,9999-01-01
Radhakrishnan,Condotta,76267,Senior Engineer,1997-09-22,1999-04-12
Yuqun,Schieder,76277,Senior Staff,1992-06-30,9999-01-01
Yuqun,Schieder,76277,Staff,1987-07-01,1992-06-30
Oldrich,Heiserman,76278,Engineer,1987-03-17,1996-03-16
Oldrich,Heiserman,76278,Senior Engineer,1996-03-16,9999-01-01
Nagui,Reinhart,76293,Engineer,1985-04-03,1993-04-03
Nagui,Reinhart,76293,Senior Engineer,1993-04-03,9999-01-01
Ranga,Luan,76300,Senior Staff,2000-08-02,9999-01-01
Ranga,Luan,76300,Staff,1995-08-03,2000-08-02
Mang,Merks,76320,Technique Leader,1999-07-27,1999-11-10
Sanjoy,Pepe,76322,Senior Staff,1995-09-06,9999-01-01
Sanjoy,Pepe,76322,Staff,1986-09-06,1995-09-06
Rosalie,Maierhofer,76325,Staff,1999-03-21,9999-01-01
Jaroslava,Delgrange,76331,Staff,1999-08-25,9999-01-01
Aloys,Ohori,76339,Assistant Engineer,1996-01-13,9999-01-01
Oscar,Unno,76350,Engineer,1987-02-07,1992-08-09
Jordanka,Chinal,76358,Engineer,1985-06-03,1994-06-03
Jordanka,Chinal,76358,Senior Engineer,1994-06-03,9999-01-01
Pramod,Antonakopoulos,76368,Staff,1986-06-08,1991-12-10
Duangkaew,Tsunoo,76373,Senior Staff,1997-06-23,9999-01-01
Duangkaew,Tsunoo,76373,Staff,1989-06-23,1997-06-23
Giao,Brookman,76374,Engineer,1997-05-05,9999-01-01
Jaewon,Schlumberger,76385,Senior Engineer,1996-05-09,1997-12-15
Golgen,Sundgren,76393,Staff,1993-06-05,1993-06-15
Khun,Kakkad,76396,Senior Staff,1995-04-15,9999-01-01
Khun,Kakkad,76396,Staff,1988-04-14,1995-04-15
Younwoo,Heijenga,76398,Senior Staff,2000-01-31,9999-01-01
Toshimi,Emmart,76402,Senior Engineer,1991-11-25,1995-01-08
JiYoung,Ananiadou,76408,Engineer,1988-01-11,1993-01-10
JiYoung,Ananiadou,76408,Senior Engineer,1993-01-10,9999-01-01
Kshitij,Hockney,76425,Engineer,1987-11-21,1996-11-20
Kshitij,Hockney,76425,Senior Engineer,1996-11-20,9999-01-01
Dhritiman,Conte,76427,Senior Staff,1988-01-26,9999-01-01
Ute,Arlazarov,76443,Senior Staff,1990-05-04,9999-01-01
Ute,Arlazarov,76443,Staff,1985-05-04,1990-05-04
Geoff,Validov,76444,Senior Engineer,1987-10-12,9999-01-01
Jolita,Redmiles,76455,Senior Staff,1992-01-29,9999-01-01
Jolita,Redmiles,76455,Staff,1987-01-29,1992-01-29
Jessie,Smailagic,76465,Senior Engineer,1991-10-04,9999-01-01
Amabile,Schwartzbauer,76467,Senior Engineer,1988-09-14,1997-01-16
Fumitake,Callaway,76477,Engineer,1990-05-22,1995-05-22
Fumitake,Callaway,76477,Senior Engineer,1995-05-22,9999-01-01
Suvo,Ruemmler,76481,Engineer,1992-11-05,1993-06-30
Leucio,Raoux,76484,Senior Staff,1996-01-15,9999-01-01
Leucio,Raoux,76484,Staff,1988-01-15,1996-01-15
Baruch,Sridhar,76488,Technique Leader,1988-06-19,9999-01-01
Mansur,Oxman,76493,Senior Staff,2000-06-02,9999-01-01
Mansur,Oxman,76493,Staff,1992-06-02,2000-06-02
Zhonghua,Cangellaris,76495,Senior Staff,1992-03-16,1995-09-29
Zhonghua,Cangellaris,76495,Staff,1987-03-17,1992-03-16
Arnd,Kroll,76516,Senior Staff,1998-06-29,9999-01-01
Arnd,Kroll,76516,Staff,1989-06-29,1998-06-29
Uinam,Fritzsche,76521,Engineer,1999-08-24,9999-01-01
Honesty,Benner,76530,Engineer,1988-09-09,1996-09-09
Honesty,Benner,76530,Senior Engineer,1996-09-09,9999-01-01
Mikhail,Daescu,76536,Senior Engineer,1989-10-31,9999-01-01
Cordelia,Monarch,76539,Engineer,1987-02-05,1993-02-04
Cordelia,Monarch,76539,Senior Engineer,1993-02-04,9999-01-01
Nigel,Bharadwaj,76541,Senior Staff,1993-03-03,9999-01-01
Nigel,Bharadwaj,76541,Staff,1987-03-04,1993-03-03
Reinhold,Miculan,76543,Senior Staff,1993-11-14,9999-01-01
Reinhold,Miculan,76543,Staff,1986-11-14,1993-11-14
Goetz,Narwekar,76549,Senior Staff,1986-04-21,9999-01-01
Guiseppe,Segond,76559,Engineer,1986-03-08,1995-03-08
Guiseppe,Segond,76559,Senior Engineer,1995-03-08,1998-02-26
Renee,Basart,76562,Senior Staff,1995-10-30,9999-01-01
Renee,Basart,76562,Staff,1986-10-30,1995-10-30
Demin,Couchot,76563,Engineer,1998-04-05,2001-10-08
Teunis,Manders,76565,Staff,1985-11-01,1990-01-06
Tsvetan,Pettit,76566,Staff,1991-06-02,1993-06-16
Berto,Sinicrope,76580,Engineer,1987-09-14,1996-09-13
Berto,Sinicrope,76580,Senior Engineer,1996-09-13,2001-03-18
Christoph,Mahnke,76583,Staff,1993-10-16,1999-03-07
Karlis,Schurmann,76586,Engineer,1987-07-07,1995-07-07
Karlis,Schurmann,76586,Senior Engineer,1995-07-07,9999-01-01
Mats,Bazelow,76590,Senior Staff,1994-08-30,9999-01-01
Mats,Bazelow,76590,Staff,1987-08-30,1994-08-30
Randy,Slobodova,76605,Senior Staff,1991-11-30,9999-01-01
Hein,Goldhammer,76642,Engineer,1985-12-05,1990-12-05
Hein,Goldhammer,76642,Senior Engineer,1990-12-05,9999-01-01
Huei,Junet,76644,Engineer,1998-12-11,9999-01-01
Luisa,Puppe,76667,Senior Staff,1997-07-05,9999-01-01
Luisa,Puppe,76667,Staff,1988-07-05,1997-07-05
Remko,Peris,76672,Engineer,1988-12-07,1993-12-07
Remko,Peris,76672,Senior Engineer,1993-12-07,9999-01-01
Cathie,Rando,76673,Engineer,1988-02-18,1997-02-17
Cathie,Rando,76673,Senior Engineer,1997-02-17,9999-01-01
Uriel,Collette,76680,Senior Staff,1998-01-07,9999-01-01
Uriel,Collette,76680,Staff,1989-01-07,1998-01-07
Heeju,Siochi,76687,Senior Engineer,1987-01-07,9999-01-01
Mansur,Steinauer,76689,Engineer,1993-06-15,2001-06-15
Mansur,Steinauer,76689,Senior Engineer,2001-06-15,9999-01-01
Shaowen,Danley,76690,Engineer,1987-01-12,1994-01-12
Shaowen,Danley,76690,Senior Engineer,1994-01-12,9999-01-01
Saniya,Steenbeek,76696,Staff,1998-02-27,9999-01-01
Hairong,Huttel,76703,Engineer,1992-01-08,1999-01-08
Hairong,Huttel,76703,Senior Engineer,1999-01-08,9999-01-01
Valery,Shackel,76704,Engineer,1988-09-10,1993-09-10
Valery,Shackel,76704,Senior Engineer,1993-09-10,9999-01-01
Berto,Georg,76709,Engineer,1988-07-11,1996-07-11
Berto,Georg,76709,Senior Engineer,1996-07-11,9999-01-01
Filipp,Smeets,76719,Engineer,1986-02-01,1994-08-02
Gino,Lueh,76724,Senior Staff,1996-05-24,9999-01-01
Gino,Lueh,76724,Staff,1987-05-25,1996-05-24
Valeri,Dusink,76727,Engineer,1988-04-28,1994-04-28
Valeri,Dusink,76727,Senior Engineer,1994-04-28,9999-01-01
Mechthild,Simmel,76743,Senior Staff,1997-10-21,9999-01-01
Mechthild,Simmel,76743,Staff,1988-10-21,1997-10-21
Mana,Ranai,76745,Staff,1991-01-01,1991-01-27
Luise,Raoux,76749,Staff,1994-08-01,9999-01-01
Tomoyuki,Eastman,76750,Technique Leader,1994-07-27,9999-01-01
Sanjay,Roison,76754,Engineer,1987-11-22,1994-11-22
Sanjay,Roison,76754,Senior Engineer,1994-11-22,9999-01-01
Masamitsu,Chimia,76755,Senior Staff,1985-06-05,1992-09-06
Zvonko,Hammerschmidt,76759,Staff,1999-02-16,9999-01-01
Adib,Bale,76760,Assistant Engineer,1993-02-04,2002-02-04
Adib,Bale,76760,Engineer,2002-02-04,9999-01-01
Raimond,Aloia,76761,Senior Staff,1994-02-14,9999-01-01
Raimond,Aloia,76761,Staff,1987-02-14,1994-02-14
Shuzo,Gien,76764,Engineer,1988-10-28,1996-10-27
Shuzo,Gien,76764,Senior Engineer,1996-10-27,9999-01-01
Sariel,Maierhofer,76766,Senior Staff,1987-08-27,9999-01-01
Gao,Garigliano,76772,Senior Engineer,1991-03-07,9999-01-01
Baruch,Wallrath,76773,Assistant Engineer,1996-06-04,1997-07-02
Arfst,Pietrzykowski,76775,Engineer,1988-04-25,1996-04-25
Arfst,Pietrzykowski,76775,Senior Engineer,1996-04-25,9999-01-01
Tomofumi,Karlin,76786,Engineer,1987-07-08,1994-07-08
Tomofumi,Karlin,76786,Senior Engineer,1994-07-08,9999-01-01
Shigeu,Conia,76788,Assistant Engineer,1986-01-29,1993-06-03
Serap,Versino,76802,Engineer,1989-02-02,1997-02-02
Serap,Versino,76802,Senior Engineer,1997-02-02,2002-04-02
Sariel,Zhiwei,76809,Engineer,1989-12-20,1997-12-20
Sariel,Zhiwei,76809,Senior Engineer,1997-12-20,9999-01-01
Ronnie,Kushner,76811,Staff,1997-05-15,9999-01-01
Tua,Pietrzykowski,76813,Engineer,1991-02-26,2000-02-26
Tua,Pietrzykowski,76813,Senior Engineer,2000-02-26,9999-01-01
Aamod,Terlouw,76816,Engineer,1996-03-18,9999-01-01
Rafail,Gniady,76822,Engineer,1986-07-03,1993-07-03
Rafail,Gniady,76822,Senior Engineer,1993-07-03,9999-01-01
Constantino,Wissmann,76823,Engineer,1995-05-23,1999-03-11
Sasan,Zaumen,76825,Engineer,1986-03-25,1991-03-25
Sasan,Zaumen,76825,Senior Engineer,1991-03-25,9999-01-01
Mariusz,Azulay,76838,Senior Staff,1987-12-07,1998-07-09
Dmitri,Bhattacharjee,76843,Engineer,1987-10-11,1993-10-10
Dmitri,Bhattacharjee,76843,Senior Engineer,1993-10-10,9999-01-01
Sanjit,Puppo,76853,Engineer,1986-08-25,1994-08-25
Sanjit,Puppo,76853,Senior Engineer,1994-08-25,9999-01-01
Abdelwaheb,Turnbull,76878,Staff,1995-07-30,9999-01-01
Shaw,Makrucki,76886,Engineer,1989-08-04,1997-08-04
Shaw,Makrucki,76886,Senior Engineer,1997-08-04,9999-01-01
Freyja,Ramsey,76891,Engineer,1987-10-27,1993-09-15
Souichi,Meriste,76895,Engineer,1993-04-01,2000-04-01
Souichi,Meriste,76895,Senior Engineer,2000-04-01,9999-01-01
Achilleas,Bamford,76897,Engineer,1999-07-27,9999-01-01
Hongzhu,Comte,76899,Engineer,1987-06-05,1995-06-05
Hongzhu,Comte,76899,Senior Engineer,1995-06-05,9999-01-01
Honesty,Rajcani,76905,Staff,1994-02-06,9999-01-01
Samphel,Luft,76909,Engineer,1992-12-05,2001-12-05
Samphel,Luft,76909,Senior Engineer,2001-12-05,9999-01-01
Yonghong,Morton,76916,Engineer,1985-03-19,1992-03-19
Yonghong,Morton,76916,Senior Engineer,1992-03-19,9999-01-01
Shigehito,Blokdijk,76923,Engineer,1994-06-22,1999-06-22
Shigehito,Blokdijk,76923,Senior Engineer,1999-06-22,9999-01-01
Shuji,Matzat,76937,Senior Staff,1993-04-03,1995-09-07
Sanjoy,Poulakidas,76943,Assistant Engineer,1988-07-17,1995-07-18
Sanjoy,Poulakidas,76943,Engineer,1995-07-18,2002-04-28
Saniya,Rosca,76957,Technique Leader,1988-05-14,9999-01-01
Luisa,Nishimukai,76961,Engineer,1987-05-26,1992-05-25
Luisa,Nishimukai,76961,Senior Engineer,1992-05-25,9999-01-01
Sigeru,Stroustrup,76977,Senior Staff,1994-03-20,9999-01-01
Sigeru,Stroustrup,76977,Staff,1985-03-20,1994-03-20
Claude,Fiutem,76979,Senior Staff,1997-12-02,9999-01-01
Claude,Fiutem,76979,Staff,1988-12-02,1997-12-02
Amalendu,Fontan,76985,Senior Engineer,1991-03-15,9999-01-01
Tomoyuki,Mawatari,76998,Engineer,1987-08-03,1995-08-03
Tomoyuki,Mawatari,76998,Senior Engineer,1995-08-03,1997-03-23
Aran,Ratnakar,77002,Senior Engineer,1988-10-23,9999-01-01
Hercules,Rosin,77005,Staff,1997-09-01,9999-01-01
Barry,Redmiles,77014,Technique Leader,1986-04-25,9999-01-01
Susanta,Walston,77039,Engineer,1987-02-25,1994-02-25
Susanta,Walston,77039,Senior Engineer,1994-02-25,9999-01-01
Yongdong,Gecseg,77040,Technique Leader,1989-12-26,2002-04-12
Shaibal,Argence,77043,Senior Staff,1987-12-16,9999-01-01
Pohua,Hagimont,77052,Engineer,1999-07-11,9999-01-01
Garnik,Slobodova,77059,Senior Staff,1996-07-29,9999-01-01
Garnik,Slobodova,77059,Staff,1987-07-30,1996-07-29
Menkae,Kleiser,77060,Engineer,1999-01-29,9999-01-01
Hauke,Simmen,77064,Senior Staff,1991-01-02,1992-07-05
Cheong,Tokunaga,77067,Engineer,1985-06-02,1992-06-02
Cheong,Tokunaga,77067,Senior Engineer,1992-06-02,9999-01-01
Leucio,Rattan,77068,Engineer,1988-12-04,1993-12-04
Leucio,Rattan,77068,Senior Engineer,1993-12-04,9999-01-01
Yannik,Vakili,77078,Engineer,1995-11-20,2001-02-02
Rance,Fritzsche,77081,Senior Staff,1994-06-17,9999-01-01
Rance,Fritzsche,77081,Staff,1986-06-17,1994-06-17
Renee,Wrigley,77089,Engineer,1988-08-25,1997-08-25
Renee,Wrigley,77089,Senior Engineer,1997-08-25,9999-01-01
Atilio,Baca,77092,Staff,1987-09-20,1992-03-22
Mihalis,Baaleh,77100,Senior Engineer,1986-12-25,9999-01-01
Gad,Hettesheimer,77102,Senior Staff,1993-08-07,9999-01-01
Gad,Hettesheimer,77102,Staff,1985-08-07,1993-08-07
Haldun,Karner,77138,Staff,1997-12-04,9999-01-01
Gill,Milicia,77144,Senior Staff,1992-08-17,9999-01-01
Elrique,Baez,77147,Engineer,1999-12-13,9999-01-01
Naftaly,Awdeh,77159,Senior Staff,2000-11-11,9999-01-01
Naftaly,Awdeh,77159,Staff,1994-11-12,2000-11-11
Sachem,Merey,77173,Senior Staff,1987-12-18,9999-01-01
Gonzalo,Garigliano,77179,Staff,1999-04-20,9999-01-01
Aiman,Irland,77181,Senior Engineer,1997-08-04,9999-01-01
Vatsa,Kusakari,77184,Senior Engineer,1986-03-26,9999-01-01
Irene,Crooks,77186,Senior Staff,1993-10-27,9999-01-01
Irene,Crooks,77186,Staff,1985-10-27,1993-10-27
Keiichiro,Benzmuller,77193,Assistant Engineer,1993-11-22,2001-11-22
Keiichiro,Benzmuller,77193,Engineer,2001-11-22,9999-01-01
Owen,Birrer,77195,Senior Staff,1992-10-13,9999-01-01
Owen,Birrer,77195,Staff,1987-10-14,1992-10-13
Lillian,Benner,77196,Senior Staff,1993-03-13,9999-01-01
Lillian,Benner,77196,Staff,1985-03-13,1993-03-13
Kiyotoshi,Butner,77201,Staff,1999-12-13,9999-01-01
Toshiki,Nivat,77205,Senior Staff,1994-01-13,9999-01-01
Bartek,Malabarba,77208,Technique Leader,1999-11-23,9999-01-01
Kasturi,Msuda,77211,Senior Staff,1998-12-24,9999-01-01
Shaowen,Einsfeld,77212,Technique Leader,1998-11-24,9999-01-01
Fumitake,Kulisch,77214,Staff,1992-09-11,1995-02-18
Zhilian,Hettesheimer,77218,Engineer,1997-02-10,9999-01-01
Tomokazu,Cannard,77225,Engineer,1986-06-04,1994-06-04
Tomokazu,Cannard,77225,Senior Engineer,1994-06-04,9999-01-01
Yuqun,Luft,77231,Engineer,1988-12-07,1995-12-08
Yuqun,Luft,77231,Senior Engineer,1995-12-08,9999-01-01
Kinh,Krogh,77232,Senior Staff,1994-11-13,9999-01-01
